WorkshopID	Mod	Carpeta	PackageID	Última actualización	Última traducción
3522676478	Ushankas Glittertech Expansion	Data/!Ushanka	Ushanka.GlittertechExpansion	2026-04-04	2026-09-12
2288125657	Vanilla Achievements Expanded	Data/!Oskar Potocki	vanillaexpanded.achievements	2026-06-16	2026-09-12
2871933948	Vanilla Animals Expanded	Data/!Sarg Bjornson	VanillaExpanded.VanillaAnimalsExpanded	2026-03-20	2026-09-12
2962126499	Vanilla Animals Expanded — Waste Animals	Data/!Oskar Potocki	VanillaExpanded.VAEWaste	2026-03-20	2026-09-12
1814988282	Vanilla Armour Expanded	Data/!Oskar Potocki	VanillaExpanded.VARME	2026-03-20	2026-09-12
2792917473	Vanilla Chemfuel Expanded	Data/!Oskar Potocki	VanillaExpanded.VChemfuelE	2026-04-29	2026-09-12
3380695249	Vanilla Christmas Expanded	Data/!Oskar Potocki	VE.VanillaChristmasExpanded	2025-08-16	2026-09-12
2134308519	Vanilla Cooking Expanded	Data/!Oskar Potocki	VanillaExpanded.VCookE	2026-06-16	2026-09-12
1938420742	Vanilla Events Expanded	Data/!Oskar Potocki	VanillaExpanded.VEE	2026-09-11	2026-09-12
2023507013	Vanilla Expanded Framework	Data/!Oskar Potocki	OskarPotocki.VanillaFactionsExpanded.Core	2026-09-11	2026-09-12
3025493377	Vanilla Factions Expanded - Deserters	Data/!Oskar Potocki	OskarPotocki.VFE.Deserters	2026-08-07	2026-09-12
3309003431	Vanilla Factions Expanded - Insectoids 2	Data/!Oskar Potocki	OskarPotocki.VFE.Insectoid2	2026-09-03	2026-09-12
2723801948	Vanilla Factions Expanded - Pirates	Data/!Oskar Potocki	OskarPotocki.VFE.Pirates	2026-09-11	2026-09-12
1718190143	Vanilla Furniture Expanded	Data/!Oskar Potocki	VanillaExpanded.VFECore	2025-07-24	2026-09-12
2102143149	Vanilla Furniture Expanded - Props and Decor	Data/!Oskar Potocki	VanillaExpanded.VFEPropsandDecor	2026-06-22	2026-09-12
1845154007	Vanilla Furniture Expanded - Security	Data/!Oskar Potocki	VanillaExpanded.VFESecurity	2026-06-20	2026-09-12
3609835606	Vanilla Gravship Expanded - Chapter 1	Data/!Oskar Potocki	vanillaexpanded.gravship	2026-09-11	2026-09-12
3799737423	Vanilla Gravship Expanded - Chapter 2	Data/!Oskar Potocki	vanillaexpanded.gravship2	2026-09-11	2026-09-12
2636329500	Vanilla Ideology Expanded - Memes and Structures	Data/!Oskar Potocki	VanillaExpanded.VMemesE	2026-09-08	2026-09-12
3411401573	Vanilla Quests Expanded - The Generator	Data/!Oskar Potocki	vanillaquestsexpanded.generator	2026-07-07	2026-09-12
2995385834	Vanilla Races Expanded - Highmate	Data/!Oskar Potocki	vanillaracesexpanded.highmate	2025-10-10	2026-09-12
2893586390	Vanilla Races Expanded - Hussar	Data/!Oskar Potocki	vanillaracesexpanded.hussar	2025-07-08	2026-09-12
2927323805	Vanilla Races Expanded - Phytokin	Data/!Oskar Potocki	vanillaracesexpanded.phytokin	2026-08-08	2026-09-12
2439736083	Vanilla Social Interactions Expanded	Data/!Oskar Potocki	VanillaExpanded.VanillaSocialInteractionsExpanded	2025-10-02	2026-09-12
3215569151	Vanilla Storytellers Expanded - Winston Waves	Data/!Oskar Potocki	VanillaStorytellersExpanded.WinstonWave	2026-09-11	2026-09-12
1814383360	Vanilla Weapons Expanded	Data/!Oskar Potocki	VanillaExpanded.VWE	2026-05-06	2026-09-12
3679396881	Zoology: Realistic Animal Overhaul	Data	com.abobashark.zoologymod	2026-08-25	2026-09-12
2006925330	[FSF] Advanced Bionics Expansion	Data	FrozenSnowFox.AdvancedBionicsExpansion	2026-07-13	2026-09-12
2893432492	[FSF] FrozenSnowFox Tweaks	Data	FrozenSnowFox.FrozenSnowFoxTweaks	2026-08-30	2026-09-12
1201382956	A RimWorld of Magic	Data	Torann.ARimworldOfMagic	2025-12-28	2026-09-11
2908837535	Erin's Auronya	Data	Erin.AuronyaBiotech	2025-08-28	2026-09-11
3543791340	Hull Style: NANAME Walls	Data	OELS.NanameWalls	2026-07-26	2026-09-11
3365118555	Mechanoid Upgrades	Data	GoGaTio.MechanoidUpgrades	2026-04-25	2026-09-11
3578444636	1trickPwnyta's Odyssey Patch	Data/!1trickPwnyta	odysseypatch.1trickPwnyta	2026-06-09	2026-09-10
3448953006	Alpha Skills	Data/!Sarg Bjornson	sarg.alphaskills	2026-09-08	2026-09-10
3546612303	Complementary Odyssey	Data	MrHydralisk.ComplementaryOdyssey	2026-08-01	2026-09-10
3587277884	Dlc collaboration - Void universe	Data	HaiLuan.VoidUniverse	2026-09-02	2026-09-10
3352773112	Gene Fabrication	Data	AmCh.Eragon.HCGeneFabrication	2026-08-31	2026-09-10
3628174105	GravTech - Big cannons	Data	als.gravtech.bc	2026-09-12	2026-09-10
3332603923	Mech Charger Booster	Data	AzzyH.MechChargerBooster	2025-11-02	2026-09-10
3522497657	Persona Mechanoid Pawns 2	Data	Pal5k.PersonaMechs2	2026-08-29	2026-09-10
3573344880	Ushankas Hacking Expansion	Data/!Ushanka	Ushanka.HackingExpansion	2026-04-05	2026-09-10
3684305707	Vanilla Gravship Expanded - Expanded	Data	SOA.compactworkbenches	2026-03-13	2026-09-10
730936602	Achtung!	Data	brrainz.achtung	2026-08-14	2026-09-08
3622294464	Alpha Armoury	Data/!Sarg Bjornson	sarg.alphaarmoury	2026-06-02	2026-09-08
3403180654	Alpha Books	Data/!Sarg Bjornson	sarg.alphabooks	2026-08-16	2026-09-08
3352895704	Amplified Mobility Platform	Data/!AobaKuma	Aoba.Exosuit.AMP	2025-08-18	2026-09-08
2879835262	Anima Bionics - Forked	Data	Seti.Victor.AnimaBodies	2026-07-22	2026-09-08
3558784993	Anomaly for Gravship	Data	als.anomalygravship	2025-11-26	2026-09-08
3527371016	Asteroid Grounds	Data	RashoMcree.Odyssey.AsteroidGrounds	2025-07-18	2026-09-08
3528490718	Automatic Hydroponics	Data	Poncho.AutomaticHydroponics	2026-07-20	2026-09-08
3536424131	Automatic Hydroponics Expanded	Data	AutomaticHydroponics.Expanded	2025-12-03	2026-09-08
3199585285	Better autocasting for Vanilla Psycasts Expanded	Data	dev.tobot.vpe.betterautocast	2026-09-07	2026-09-08
3653150966	Erin's Auraeyl	Data	Erin.Auraeyl	2026-04-27	2026-09-08
3626725895	Faction Territories and Vassalage	Data	jaeger972.factionterritories	2026-04-11	2026-09-08
3538928291	Floor-Mounted Aquarium	Data	Floor.Mounted.Aquarium	2025-08-29	2026-09-08
2773943594	Geological Landforms	Data	m00nl1ght.GeologicalLandforms	2026-08-01	2026-09-08
1204502413	Harvest Organs Post Mortem Continued	Data	Smuffle.HarvestOrgansPostMortem	2025-07-04	2026-09-08
3151089982	Hussar Weapon Aptitude Remake	Data	cedaro.hwar	2025-07-12	2026-09-08
3538728067	Impact Weaponry - Reloaded	Data/!DetVisor	detvisor.impactweaponryreloaded	2025-07-31	2026-09-08
3223443793	Integrated Implants	Data	lts.I	2026-04-20	2026-09-08
3451325196	Laser Weapons: Re-Examined	Data/!Smxrez	Smxrez.LaserReexamined	2026-01-18	2026-09-08
3535481557	Loading Progress	Data	ilyvion.LoadingProgress	2026-08-02	2026-09-08
3396928183	Mechanoid Upgrades - Archotech	Data	GoGaTio.MechanoidUpgrades.Archotech	2026-02-24	2026-09-08
2944488802	Melee Animation	Data	co.uk.epicguru.meleeanimation	2026-08-30	2026-09-08
3773496046	Nice Research Tab	Data/!Andromeda	Andromeda.NiceResearchTab	2026-09-03	2026-09-08
3455926746	Non-Lethal: Re-Examined	Data/!Smxrez	Smxrez.nonlethalreexamined	2026-09-07	2026-09-08
2260097569	ReGrowth 2	Data/!Helixien	ReGrowth.BOTR.Core	2026-05-29	2026-09-08
3492739424	Research Papers	Data	ChaoticEnrico.ResearchPapers	2026-09-01	2026-09-08
3236303965	ReSplice: Core	Data/!Helixien	ReSplice.XOTR.Core	2025-10-12	2026-09-08
3578212339	Rimpsyche - Disposition	Data	Maux36.Rimpsyche.Disposition	2026-08-29	2026-09-08
3535112473	Rimpsyche - Personality Core	Data	Maux36.Rimpsyche	2026-08-26	2026-09-08
3627304156	Rimpsyche - Sexuality	Data	Maux36.Rimpsyche.Sexuality	2026-08-25	2026-09-08
2654432921	Romance On The Rim	Data	telardo.RomanceOnTheRim	2025-09-24	2026-09-08
3246956515	Sense Of Depth For Tall Buildings	Data	sicefe.senseofdepth	2025-09-12	2026-09-08
3530804388	Simple Additions: Mech Clusters	Data/!Smxrez	Smxrez.mechclusterexpanded	2026-02-13	2026-09-08
927155256	Simple sidearms	Data	PeteTimesSix.SimpleSidearms	2025-08-13	2026-09-08
3469398006	The Dead Man's Switch - AncientCorps	Data/!AobaKuma	Aoba.DeadManSwitch.AncientCorps	2026-05-25	2026-09-08
3520836521	Tilt the Planet! - Realism Overhaul	Data	sjaandi.realtiltmod	2026-08-30	2026-09-08
2046222331	Trader ships	Data	automatic.traderships	2025-06-16	2026-09-08
3531909708	TSIND Power Armor QA	Data	TSIND.PowerArmor.QA	2026-06-02	2026-09-08
3221550806	Ushankas Biological Warfare	Data/!Ushanka	Ushanka.BiologicalWarfare	2025-12-30	2026-09-08
3227008885	Ushankas Luciferium Expansion	Data/!Ushanka	Ushanka.LuciferiumExpansion	2025-07-21	2026-09-08
2938820380	Vanilla Factions Expanded - Empire	Data/!Oskar Potocki	OskarPotocki.VFE.Empire	2026-09-11	2026-09-08
1914064942	Vanilla Fishing Expanded	Data/!Oskar Potocki	VanillaExpanded.VCEF	2026-03-20	2026-09-08
2608762624	Vanilla Furniture Expanded - Architect	Data/!Oskar Potocki	VanillaExpanded.VFEArchitect	2025-12-01	2026-09-08
1968134023	Vanilla Furniture Expanded - Art	Data/!Oskar Potocki	VanillaExpanded.VFEArt	2026-09-11	2026-09-08
3686924415	Vanilla Furniture Expanded - Factory	Data/!Oskar Potocki	VanillaExpanded.VFEFactory	2026-08-08	2026-09-08
1957158779	Vanilla Furniture Expanded - Farming	Data/!Oskar Potocki	VanillaExpanded.VFEFarming	2025-11-13	2026-09-08
2062943477	Vanilla Furniture Expanded - Power	Data/!Oskar Potocki	VanillaExpanded.VFEPower	2026-01-11	2026-09-08
1880253632	Vanilla Furniture Expanded - Production	Data/!Oskar Potocki	VanillaExpanded.VFEProduction	2025-06-30	2026-09-08
2028381079	Vanilla Furniture Expanded - Spacer Module	Data/!Oskar Potocki	VanillaExpanded.VFESpacer	2025-12-18	2026-09-08
2877699803	Vanilla Helixien Gas Expanded	Data/!Oskar Potocki	VanillaExpanded.HelixienGas	2026-01-07	2026-09-08
2720631512	Vanilla Ideology Expanded - Dryads	Data/!Oskar Potocki	VanillaExpanded.Ideo.Dryads	2025-07-04	2026-09-08
3656316229	Vanilla Landmarks Expanded	Data/!Oskar Potocki	VanillaExpanded.VExplorationE	2026-09-08	2026-09-08
2920385763	Vanilla Nutrient Paste Expanded	Data/!Oskar Potocki	VanillaExpanded.VNutrientE	2026-04-29	2026-09-08
2826922787	Vanilla Persona Weapons Expanded	Data/!Oskar Potocki	VanillaExpanded.VPersonaWeaponsE	2026-03-20	2026-09-08
3748351639	Vanilla Plants Expanded - Flowers	Data/!Oskar Potocki	VanillaExpanded.VPEFlowers	2026-08-24	2026-09-08
2842502659	Vanilla Psycasts Expanded	Data	VanillaExpanded.VPsycastsE	2026-09-08	2026-09-08
3618306875	Vanilla Quests Expanded - Ancients	Data/!Oskar Potocki	vanillaquestsexpanded.ancients	2026-06-20	2026-09-08
3461526070	Vanilla Quests Expanded - Cryptoforge	Data/!Oskar Potocki	vanillaquestsexpanded.cryptoforge	2026-03-05	2026-09-08
3497226454	Vanilla Quests Expanded - Deadlife	Data/!Oskar Potocki	vanillaquestsexpanded.deadlife	2026-09-11	2026-09-08
3733951755	Vanilla Quests Expanded - Drone Factory	Data/!Oskar Potocki	vanillaquestsexpanded.dronefactory	2026-07-02	2026-09-08
2975771801	Vanilla Races Expanded - Android	Data/!Oskar Potocki	vanillaracesexpanded.android	2026-02-28	2026-09-08
3067715093	Vanilla Races Expanded - Archon	Data/!Oskar Potocki	vanillaracesexpanded.archon	2026-03-20	2026-09-08
3260509684	Vanilla Races Expanded - Insector	Data/!Oskar Potocki	vanillaracesexpanded.insector	2026-09-08	2026-09-08
2880990495	Vanilla Races Expanded - Saurid	Data/!Oskar Potocki	vanillaracesexpanded.saurid	2026-01-21	2026-09-08
2983471725	Vanilla Races Expanded - Waster	Data/!Oskar Potocki	vanillaracesexpanded.waster	2025-10-22	2026-09-08
3155781848	Vanilla Recycling Expanded	Data/!Oskar Potocki	VanillaExpanded.Recycling	2026-04-27	2026-09-08
3400246558	Vanilla Skills Expanded	Data	vanillaexpanded.skills	2025-09-19	2026-09-08
3202046258	Vanilla Temperature Expanded	Data/!Oskar Potocki	VanillaExpanded.Temperature	2026-04-29	2026-09-08
2296404655	Vanilla Traits Expanded	Data/!Oskar Potocki	VanillaExpanded.VanillaTraitsExpanded	2026-04-12	2026-09-08
2375692535	Vanilla Weapons Expanded - Coilguns	Data/!Oskar Potocki	VanillaExpanded.VWEC	2026-06-05	2026-09-08
1989352844	Vanilla Weapons Expanded - Laser	Data/!Oskar Potocki	VanillaExpanded.VWEL	2025-06-29	2026-09-08
2419690698	Vanilla Weapons Expanded - Makeshift	Data/!Oskar Potocki	VanillaExpanded.VWEMS	2025-07-02	2026-09-08
2454918354	Vanilla Weapons Expanded - Non-Lethal	Data/!Oskar Potocki	VanillaExpanded.VWENL	2026-06-20	2026-09-08
1906780517	Vanilla Weapons Expanded - Quickdraw	Data/!Oskar Potocki	VanillaExpanded.VWEQ	2026-02-19	2026-09-08
3578731212	[DR] Auto Ability	Data	mjcg.AutoAbility	2026-08-26	2026-09-08
2763411067	[HRK] Vanilla Expanded Extra Embrasures	Data	Harkon.VEAddOn.VanillaExpandedExtraEmbrasures	2025-07-19	2026-09-08
3537905298	[sbz] Gravship Storage	Data/!seobongzu	sbz.GravshipStorage	2025-08-11	2026-09-08
3242000764	1trickPwnyta's Anomaly Patch	Data/!1trickPwnyta	anomalypatch.1trickPwnyta	2026-04-29	2026-09-07
3461060466	1trickPwnyta's Biotech Patch	Data/!1trickPwnyta	biotechpatch.1trickPwnyta	2026-07-07	2026-09-07
3285178686	1trickPwnyta's Defaults	Data/!1trickPwnyta	defaults.1trickPwnyta	2026-05-30	2026-09-07
2764625248	1trickPwnyta's Ideology Patch	Data/!1trickPwnyta	ideologypatch.1trickPwnyta	2026-05-30	2026-09-07
3033901359	Adaptive Storage Framework	Data	adaptive.storage.framework	2025-06-14	2026-09-07
2880970348	Advanced Moisture Pump (Continued)	Data	CiXwOw.advancedmoisturepump	2025-08-30	2026-09-07
3642631969	Alpha Random	Data/!Sarg Bjornson	sarg.alpharandom	2026-07-12	2026-09-07
3545349562	Anima Gear - Continued	Data	xrushha.NOTDemo.AnimaGear	2026-04-02	2026-09-07
3652630316	Animal Traits System	Data	luved.animaltraits	2026-07-09	2026-09-07
3653089503	Animal Traits System - Nihilist Penguin	Data	Luved.AnimalTraits.Nihilist	2026-01-24	2026-09-07
1098354593	Animals Logic	Data	Oblitus.AnimalsLogic	2025-11-22	2026-09-07
2902258418	Anthrosonae	Data	ATK.Anthrosonae	2025-08-11	2026-09-07
2869098359	Appliances Expanded	Data	scpchemfuel.appliances	2026-01-17	2026-09-07
3575912544	Aquatic Repopulation	Data	Bart.WBE	2025-11-27	2026-09-07
2269379503	Better Transhumanists	Data	co.uk.epicguru.bettertranshumanists	2025-07-27	2026-09-07
3559292908	Bulk Load For Transporters	Data	Ilarion.BulkLoadForTransporters	2026-05-23	2026-09-07
3643170015	Butter++	Data	olli.butterplusplus	2026-01-18	2026-09-07
3642349335	Carryalls | Intercontinental Transport (Continued)	Data	Mlie.CarryallsIntercontinentalTransport	2026-01-08	2026-09-07
3552813398	Cat's Boots and Gloves	Data	CatLover366.BootsAndGloves	2025-11-22	2026-09-07
1561769193	Common Sense	Data	avilmask.CommonSense	2025-10-12	2026-09-07
2031734067	Compact Hediffs	Data	PeteTimesSix.CompactHediffs	2026-04-18	2026-09-07
3550585103	Customize Weapon	Data	Vortex.CustomizeWeapon	2026-09-02	2026-09-07
2045496988	Days Matter (fork)	Data	WiseClock.AC.DaysMatter	2025-06-16	2026-09-07
1662119905	Dubs Mint Minimap	Data	dubwise.dubsmintminimap	2025-07-11	2026-09-07
735106432	EdB Prepare Carefully	Data	EdB.PrepareCarefully	2025-08-03	2026-09-07
1665403571	Elite Bionics Framework	Data	V1024.EBFramework	2026-06-14	2026-09-07
3551263267	Enhanced Vat Learning	Data	ninagoblin.enhancedvatlearning	2025-09-07	2026-09-07
2864470385	Extinguish Refuelables	Data	malistaticy.mer	2024-04-29	2026-09-07
3026452122	Extract translation	Data	HaiLuan.Translate	2026-05-25	2026-09-07
1678847247	Graphics Settings+	Data	Telefonmast.GraphicsSettings	2025-07-26	2026-09-07
3662641911	GratefulRefugees	Data	cocoapebbles.gratefulrefugees	2026-02-15	2026-09-07
3530404957	Gravship Launch Info	Data	epicduck.rimworld.gravshipinfo	2025-07-28	2026-09-07
2992224079	Hospital	Data	Adamas.Hospital	2026-08-01	2026-09-07
3541847288	Hyper Roll	Data	AW.HyperRoll	2025-08-26	2026-09-07
3551887989	Independent Trash bin	Data/!AobaKuma	Aoba.Trashbin	2025-12-04	2026-09-07
1701592470	Level Up!	Data	Krafs.LevelUp	2026-07-05	2026-09-07
3455187943	Makeshift: Re-Examined	Data/!Smxrez	Smxrez.makeshiftreexamined	2025-07-02	2026-09-07
3296654393	Map Mode Framework	Data	NozoMe.MapModeFramework	2025-07-20	2026-09-07
2800857642	Map Preview	Data	m00nl1ght.MapPreview	2026-08-01	2026-09-07
3018109662	Mechanite Diseases	Data	lts.MSMD	2025-12-17	2026-09-07
3375627095	Mechanoid Upgrades - Anomaly	Data	GoGaTio.MechanoidUpgrades.Anomaly	2025-09-21	2026-09-07
1055485938	Megafauna	Data	Spino.Megafauna	2025-06-27	2026-09-07
3226161877	MendAndRecycle	Data	dd.unofficial.notfood.MendAndRecycle	2025-07-11	2026-09-07
3223107890	Metalhorror Scanner	Data	Mo.MHScanner	2025-06-18	2026-09-07
3574898541	Move the Patient	Data	konstantynopolitaneczka.movethepatient	2026-05-17	2026-09-07
3520130671	Nice Bill Tab	Data/!Andromeda	Andromeda.NiceBillTab	2026-06-17	2026-09-07
3328729902	Nice Health Tab	Data/!Andromeda	Andromeda.NiceHealthTab	2026-09-02	2026-09-07
3609897594	Nice Inventory Tab	Data/!Andromeda	Andromeda.NiceInventoryTab	2026-04-03	2026-09-07
3609970449	Nice Inventory Tab CE Integration	Data	Andromeda.NITICE	2026-04-14	2026-09-07
3685058533	Nice Plants Menu	Data/!Andromeda	Andromeda.NicePlantsMenu	2026-08-19	2026-09-07
3526067333	No conduit on Gravship	Data	mrwireman.Noconduit	2025-08-03	2026-09-07
3313984755	Noobert Nebulous - Vidtuber (Continued)	Data	NoobertNebulous.Vidtuber	2025-12-15	2026-09-07
3525980713	Orbital Platforms	Data	RashoMcree.Odyssey.OrbitalPlatforms	2025-07-16	2026-09-07
3773528576	Orbital Station Start	Data	alt4s.OrbitalStationStart	2026-08-02	2026-09-07
2664723367	Performance Optimizer	Data	Taranchuk.PerformanceOptimizer	2026-01-03	2026-09-07
3766728761	Persona Weapons Unbound	Data	shunter.personaweaponsunbound	2026-08-07	2026-09-07
3527418098	Pharmacist: Represcribed	Data	Fluffy.Pharmacist	2025-12-10	2026-09-07
3590186274	Power: Re-Examined	Data/!Smxrez	Smxrez.PowerReexamined	2026-06-04	2026-09-07
3522893553	Progression: Gravship	Data/!ferny	ferny.ProgressionGravship	2026-09-11	2026-09-07
3555609932	P–5000 Powered Work Loader	Data/!AobaKuma	Aoba.Exosuit.PowerLoader	2025-09-30	2026-09-07
3528798857	Quality Bionics Remastered	Data	assassinsbro.qualitybionicsremastered	2026-04-28	2026-09-07
3011412382	Random Chance	Data	Scurvyez.RandomChance	2026-01-11	2026-09-07
1359645236	RenameColony	Data	weilbyte.renamecolony	2022-12-02	2026-09-07
2868392160	Research Reinvented	Data	PeteTimesSix.ResearchReinvented	2026-04-18	2026-09-07
3656688077	RimServers	Data	ninoss.rimservers	2026-02-13	2026-09-07
2478833213	RPG Style Inventory Revamped	Data	Sandy.RPGStyleInventory.avilmask.Revamped	2026-07-17	2026-09-07
728314182	RT Fuse	Data	ratys.rtfuse	2025-07-13	2026-09-07
3453919173	Security: Re-Examined	Data/!Smxrez	Smxrez.securityreexamined	2026-02-01	2026-09-07
3656792230	Simple Additions: Starfire Boss	Data/!Smxrez	Smxrez.SAStarfireboss	2026-08-31	2026-09-07
2973858097	Slim Recharger	Data	rabiosus.slimrecharger	2025-06-23	2026-09-07
3738014590	Space Services	Data	jdubarb.spaceservices	2026-08-30	2026-09-07
2205980094	Standalone Hot Spring	Data	balistafreak.StandaloneHotSpring	2025-06-18	2026-09-07
3374615241	The Dead Man's Switch - Synthetic	Data/!AobaKuma	Aoba.DeadManSwitch.Synthetic	2026-05-24	2026-09-07
3491899840	The Dead Man's Switch - Synthroid Enhanced Patch	Data	TritiumQ.Patch.DeadManSwitch.Synthetic	2025-09-11	2026-09-07
2588873455	UI Not Included: Customizable UI Overhaul	Data	GonDragon.UINotIncluded	2025-11-12	2026-09-07
3531035748	Ushankas Necroa Archovirus	Data/!Ushanka	Ushanka.NecroaArchovirus	2025-07-21	2026-09-07
2366589898	Vanilla Animals Expanded — Endangered	Data/!Oskar Potocki	VanillaExpanded.VAEEndAndExt	2025-07-26	2026-09-07
2858079457	Vanilla Animals Expanded — Royal Animals	Data/!Oskar Potocki	VanillaExpanded.VAERoy	2025-07-08	2026-09-07
3342412435	Vanilla Anomaly Expanded - Insanity	Data/!Oskar Potocki	VanillaExpanded.VAnomalyEInsanity	2026-02-13	2026-09-07
2521176396	Vanilla Apparel Expanded — Accessories	Data/!Oskar Potocki	VanillaExpanded.VAEAccessories	2025-07-02	2026-09-07
3273371966	Vanilla Arsenal	Data/!DetVisor	det.vanillaarsenal	2026-04-13	2026-09-07
3268401022	Vanilla Aspirations Expanded	Data/!Oskar Potocki	VanillaExpanded.VanillaAspirationsExpanded	2026-03-30	2026-09-07
2861806869	Vanilla Backstories Expanded	Data/!Oskar Potocki	VanillaExpanded.VanillaBackstoriesExpanded	2025-07-08	2026-09-07
2860414285	Vanilla Combat Reloaded	Data	Donald.VCR	2025-07-14	2026-09-07
3334272487	Vanilla Food Variety Expanded	Data/!Sarg Bjornson	VanillaExpanded.VanillaFoodVarietyExpanded	2025-12-10	2026-09-07
1718191613	Vanilla Furniture Expanded - Medical Module	Data/!Oskar Potocki	VanillaExpanded.VFEMedical	2026-09-11	2026-09-07
2990596478	Vanilla Psycasts Expanded - Hemosage	Data/!Oskar Potocki	VanillaExpanded.VPE.Hemosage	2026-08-16	2026-09-07
3033779606	Vanilla Psycasts Expanded - Puppeteer	Data/!Oskar Potocki	VanillaExpanded.VPE.Puppeteer	2026-08-16	2026-09-07
3042690053	Vanilla Races Expanded - Fungoid	Data/!Oskar Potocki	vanillaracesexpanded.fungoid	2026-09-11	2026-09-07
2901424072	Vanilla Races Expanded - Genie	Data/!Oskar Potocki	vanillaracesexpanded.genie	2025-07-08	2026-09-07
3114453100	Vanilla Races Expanded - Lycanthrope	Data/!Oskar Potocki	vanillaracesexpanded.lycanthrope	2025-10-10	2026-09-07
3164798809	Vanilla Races Expanded - Pigskin	Data/!Oskar Potocki	vanillaracesexpanded.pigskin	2025-07-09	2026-09-07
2963116383	Vanilla Races Expanded - Sanguophage	Data/!Oskar Potocki	vanillaracesexpanded.sanguophage	2026-03-22	2026-09-07
3531912428	Vanilla Races Expanded - Starjack	Data/!Oskar Potocki	vanillaracesexpanded.starjack	2026-06-20	2026-09-07
2785616901	Vanilla Trading Expanded	Data/!Oskar Potocki	VanillaExpanded.VanillaTradingExpanded	2026-09-11	2026-09-07
3287469135	Vanilla Weapons Expanded - Bioferrite	Data/!Oskar Potocki	VanillaExpanded.VWEBF	2025-07-09	2026-09-07
2329126791	Vanilla Weapons Expanded - Heavy Weapons	Data/!Oskar Potocki	VanillaExpanded.VWEHW	2026-01-18	2026-09-07
3456687807	VFE-Deserters: Remote Deadlife IED	Data	Kim.VFED.Deadlife.IED	2026-06-17	2026-09-07
3551721422	Volt Weaponry	Data/!DetVisor	det.voltweaponry	2025-08-28	2026-09-07
2888380373	WVC - Work Modes	Data	wvc.sergkart.biotech.MoreMechanoidsWorkModes	2026-06-20	2026-09-07
2574315206	XML Extensions	Data	imranfish.xmlextensions	2026-06-18	2026-09-07
2885223720	[RH2] Uncle Boris' - Brainwash Chair	Data	CP.Uncle.Boris.Brainwash.Chair	2025-07-20	2026-09-07
3789304104	[sbz] Bookcase	Data/!seobongzu	sbz.Bookcase	2026-08-24	2026-09-07
